 "word","cnt","feetscore","feettype" 
 RETRY,2,0-1,mud 
 RETRYING,3,0-1-0,mud 
 RETTBERG,2,1-0,mud 
 RETTER,2,1-0,mud 
 RETTEW,2,1-0,mud 
 RETTIG,2,1-0,mud 
 RETTINGER,3,1-0-0,mud 
 RETTKE,2,1-0,mud 
 RETTON,2,1-0,mud 
 RETURN,2,0-1,mud 
 RETURNABLE,4,0-1-0-0,mud 
 RETURNED,2,0-1,mud 
 RETURNEE,3,0-0-1,mud 
 RETURNEES,3,0-0-1,mud 
 RETURNING,3,0-1-0,mud 
 RETURNS,2,0-1,mud 
 RETZ,1,1,mud 
 RETZER,2,1-0,mud 
 RETZLAFF,2,1-0,mud 
 RETZLOFF,2,1-0,mud 
 REUBEN,2,1-0,mud 
 REUBER,2,1-0,mud 
 REUL,1,1,mud 
 REULAND,2,1-0,mud 
 REULE,1,1,mud 
 REUM,2,1-0,mud 
 REUNIFICATION,6,0-2-0-0-1-0,mud 
 REUNIFIED,4,0-1-0-2,mud 
 REUNIFY,4,0-1-0-2,mud 
 REUNION,3,0-1-0,mud 
 REUNIONS,3,0-1-0,mud 
 REUNITE,3,2-0-1,mud 
 REUNITED,4,2-0-1-0,mud 
 REUNITES,3,2-0-1,mud 
 REUNITING,4,2-0-1-0,mud 
 REUSABLE,4,0-1-0-0,mud 
 REUSCH,1,1,mud 
 REUSE,2,0-1,mud 
 REUSED,2,0-1,mud 
 REUSING,3,0-1-0,mud 
 REUSS,1,1,mud 
 REUSSER,2,1-0,mud 
 REUST,1,1,mud 
 REUTER,2,1-0,mud 
 REUTERS,2,1-0,mud 
 REUTGERS,2,1-0,mud 
 REUTHER,2,1-0,mud 
 REUTTER,2,1-0,mud 
 REUTZEL,2,1-0,mud 
 REV,1,1,mud 
 REVA,2,1-0,mud 
 REVAK,2,1-0,mud 
 REVALUATION,5,0-1-0-1-0,mud 
 REVALUATIONS,6,0-0-2-0-1-0,mud 
 REVALUE,3,0-1-2,mud 
